commit_hash,ip_block,commit_message,categories,at_risk_dv_files,justification,confidence,model,in_tokens,out_tokens,cost_usd
e34703f6026fd2c2bb78fbc653bb7bbd7e009915,csrng,[csrng/rtl] Move main design parameters to csrng_pkg,"[""INTERFACE_DRIFT""]","[""*_tb.sv"", ""*_env_pkg.sv"", ""*_if.sv""]","The commit moves design parameters (BlkLen, KeyLen, CtrLen, SeedLen) from module parameters to csrng_pkg constants. The DV diff shows tb.sv assertions that reference these parameters must be updated to use csrng_pkg::BlkLen instead of module-local BlkLen. Any DV environment code that instantiates csrng modules or accesses their parameter values may break due to the parameter interface change.",MEDIUM,claude-haiku-4-5-20251001,5374,168,0.006214
81db07fdf10df1c677b915cf28d276afd0b5f6a2,entropy_src,[entropy_src/rtl] Fix bucket test result aggregation for Darjeeling,"[""CHECKER_DESYNC""]","[""*_scoreboard.sv""]","The RTL changed the bucket test result aggregation from summing all NumBucketHtInst group counters to returning the maximum value. The scoreboard reference model was updated to match this behavior (replacing the sum loop with max_value extraction), but this is a critical behavioral change in the health test checker that could cause false failures if the reference model logic diverges from actual RTL output.",HIGH,claude-haiku-4-5-20251001,3308,142,0.004018
12c13f412ed5256b810fb61643f7131871d21a6c,entropy_src,[entropy_src] Add parameter to tie off CS AES halt request interface,"[""INTERFACE_DRIFT""]","[""*_tb.sv"", ""*_env_pkg.sv"", ""*_if.sv""]","The RTL adds a new parameter EnCsAesHaltReqIf that conditionally gates the cs_aes_halt interface behavior. The DV changes show the testbench (tb.sv) being updated to pass this parameter, but the interface definition and environment packages may not have been updated to reflect the conditional nature of the interface or may require changes to handle both enabled/disabled states.",MEDIUM,claude-haiku-4-5-20251001,4440,157,0.005225
20f8ec1676fcf796a50f3016beaf5dbe486a6aaf,entropy_src,[entropy_src/dv] Run block-level DV with actual FIFO depths,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*tb_top.sv""]",The DV diff removes the hardcoded DISTR_FIFO_DEPTH parameter from entropy_src_env_pkg.sv and replaces its use with a build-time define (+define+DISTR_FIFO_DEPTH) in simulation configs and tb.sv. This breaks sequence assumptions about FIFO depth (SEQUENCE_INVALIDATION) and requires the scoreboard's FIFO fullness check to use the new macro instead of the package parameter (CHECKER_DESYNC).,HIGH,claude-haiku-4-5-20251001,3510,193,0.004475
ef2f2890afa4dcf6fd907be2bfa70f6fc88cbc2f,mbx,"[fpv,mbx] Bind FPV assertions to both CSR interfaces","[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv""]","The DV diff shows that RTL module instance names were renamed (u_soc_regs → u_regs_soc, u_regs → u_regs_core) in mbx_sysif.sv and mbx_hostif.sv. The mbx_bind.sv file was updated to uncomment and bind new FPV assertion modules (mbx_core_csr_assert_fpv and mbx_soc_csr_assert_fpv), but the assertion hierarchy path references depend on stable module instance naming. The rename of these instances could invalidate existing assertion reference paths if other assertions or bind statements encode the old names.",MEDIUM,claude-haiku-4-5-20251001,2820,211,0.003875
800965b380fa4c4e67575f46671f52a9d10d5b8e,prim,"[hw,ips,rtl] Expose SkewCycles parameter on all comportable IPs","[""INTERFACE_DRIFT""]","[""*_tb.sv"", ""*_env_pkg.sv"", ""*_agent.sv""]","A new parameter SkewCycles has been added to prim_alert_sender, prim_alert_receiver, prim_alert_to_diff, and prim_diff_to_alert modules. The DV testbench (prim_alert_tb.sv) has been updated to instantiate these modules with the new parameter, but other DV components (UVM agents, drivers, monitors) that may encode explicit knowledge of the module interface could become misaligned if they do not reflect this parameter change.",MEDIUM,claude-haiku-4-5-20251001,2408,184,0.003328
59902173311d41295789136aa9d85c3022b996b6,usbdev,"[usbdev,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit fixes typos and spelling errors in comments and documentation only (e.g., 'intenal' → 'internal', 'signficant' → 'significant', 'succesfully' → 'successfully'). No DV infrastructure, interfaces, sequences, assertions, coverage, RAL structures, or scoreboard logic are functionally modified—only comments and documentation strings are corrected.",HIGH,claude-haiku-4-5-20251001,6067,135,0.006742
4b3d4875c79bcdaf82db98ab423fe0affdc16d6c,uart,"[uart,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only comment and documentation typo fixes in DV files (README.md and sequence comments). No functional code changes, interface definitions, register maps, assertions, or coverage logic were modified. These are purely cosmetic corrections with zero impact on testbench functionality.",HIGH,claude-haiku-4-5-20251001,2559,103,0.003074
9f6dd427b6d2cb1ffc512a993c923c2ea089f9b1,sysrst_ctrl,"[sysrst_ctrl,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only typo fixes in comments and documentation within RTL and DV files. No functional changes, no interface changes, no register map changes, no behavioral modifications, and no assertion/coverage/RAL modifications that would affect DV verification logic.",HIGH,claude-haiku-4-5-20251001,5410,100,0.00591
08161001414036c43e4246874611f5ac784eed5c,spi_host,"[spi_host,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit fixes only typos and spelling errors in comments and documentation throughout RTL and DV files. No functional changes to DV components, interface definitions, sequences, scoreboards, assertions, coverage, or RAL models are present. The changes do not affect testbench execution, verification logic, or design interface contracts.",HIGH,claude-haiku-4-5-20251001,4255,113,0.00482
05052eb4d3597ea5bee07548d9a5a50946e8e122,spi_device,"[spi_device,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only typo fixes in comments and documentation strings across RTL and DV files. No functional code changes, interface modifications, behavioral logic updates, register map changes, or assertion/coverage infrastructure modifications are present. The DV changes are purely cosmetic (comment typos in .sv files and documentation updates in README.md and .core files), which do not affect testbench functionality or design verification.",HIGH,claude-haiku-4-5-20251001,7053,132,0.007713
f3c888999f945eed69ee0dd9190f506c6baf052b,otbn,"[otbn,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit fixes typos and grammatical errors in comments and documentation across RTL and DV files. The DV changes are purely cosmetic (comment corrections in model files, test files, and sequence files) with no functional impact on DV infrastructure, interfaces, sequences, assertions, coverage, or RAL models. No DV failure modes are introduced.",HIGH,claude-haiku-4-5-20251001,8660,120,0.00926
2a134340836dcebdcc4c1ab508069ea5445818b5,lc_ctrl,"[lc_ctrl,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only typo fixes and comment corrections in DV files (env_cfg.sv, env_cov.sv, vseq files, and hjson config). No structural changes to DV logic, interfaces, sequences, checkers, assertions, coverage collection, or RAL models are present. The changes are purely cosmetic.",HIGH,claude-haiku-4-5-20251001,4836,119,0.005431
cac733b2e1ce38ce92ee543f3c469ba194a3aed0,keymgr,"[keymgr(_dpe),cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only comment and documentation typo fixes in both RTL and DV files. No functional code changes, interface definitions, sequences, scoreboard logic, assertions, coverage points, or RAL files are modified. The changes have zero impact on DV testbench functionality or design verification.",HIGH,claude-haiku-4-5-20251001,5444,108,0.005984
a0f1e73ac7093fbb5a972bd973e62d78a1d43a60,entropy_src,"[hw,entropy_src,rtl] Make bypass window bit-wide instead of symbole size","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_if.sv"", ""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""tb_top.sv""]","The RTL adds a new output port `entropy_src_xht_health_test_window_o` and introduces a new parameter `HealthTestWindowWidth`. The DV diff shows: (1) tb.sv modified to instantiate the new port and parameter, breaking INTERFACE_DRIFT; (2) scoreboard.sv updated to reflect changed window size calculation logic from hardcoded 4x to parametric RNG_BUS_WIDTH scaling, breaking CHECKER_DESYNC; (3) base_vseq.sv and rng_vseq.sv modified to remove window size scaling logic that was previously applied, breaking SEQUENCE_INVALIDATION. The testbench and DV environment components must be updated to accommodate the interface changes and behavioral shifts in window scaling.",HIGH,claude-haiku-4-5-20251001,9489,298,0.010979
d2771bd998e388e2f143eca470abacf6bcad22ee,entropy_src,"[entropy_src,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only comment and documentation typo fixes in DV files (README.md, *_cov_if.sv, *_env.sv, *_env_cfg.sv, *_env_pkg.sv, *_scoreboard.sv, *_vseq.sv, *_seq.sv). No functional code changes, interface modifications, behavioral logic updates, or register map alterations are present. No DV infrastructure, testbench structure, or verification methodology is affected.",HIGH,claude-haiku-4-5-20251001,5685,154,0.006455
b61b133d31542064f5768c5d0933a786340e6e3d,dma,"[dma,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only typo fixes in comments and documentation across RTL and DV files. No functional code changes, interface definitions, register maps, assertions, coverage points, or sequence logic were modified. The changes are purely cosmetic and do not break any DV infrastructure.",HIGH,claude-haiku-4-5-20251001,4180,103,0.004695
647d5c5914e53c7d1c6fe6923d3ea2da5fbea81f,csrng,"[csrng,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only comment and documentation typo fixes in both RTL and DV files. No functional changes to DV components, interfaces, sequences, checkers, assertions, coverage, or RAL files are present. The DV diff shows only corrections to comments in README.md and a base virtual sequence file, with no structural impact on any verification infrastructure.",HIGH,claude-haiku-4-5-20251001,3822,121,0.004427
a56bfa7287b75d217682f698cade1ee0003bff00,aes,"[aes,cleanup] Fix typos in comments/docs","[""OTHER""]",[],"This commit contains only comment and documentation typo fixes in both RTL and DV files. No functional changes, no interface modifications, no behavioral alterations, and no changes to coverage points, sequences, assertions, register models, or verification infrastructure that would trigger DV failure modes.",HIGH,claude-haiku-4-5-20251001,9112,104,0.009632
4befb490a23057bb4d1da8bf380273f8e2f57205,entropy_src,"[hw,entropy_src,rtl] Make noise source data width parametrizable","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*tb_top.sv"", ""*_vseq.sv"", ""*_seq.sv"", ""*_scoreboard.sv""]","The RTL diff introduces parametrizable RNG bus width (RngBusWidth, RngBusBitSelWidth) and fundamentally restructures both RNG and XHT interfaces from struct-based (entropy_src_rng_req_t/rsp_t, entropy_src_xht_req_t/rsp_t) to signal-based decomposition. The DV diff shows the scoreboard and testbench must be updated to handle new field names (entropy_valid, entropy_bits, entropy_bit_sel) and new interface port connections, breaking existing agent/driver/monitor assumptions about interface structure and width derivation.",HIGH,claude-haiku-4-5-20251001,6462,290,0.007912
9ab52f9d49e59be68a6b4ad8e0355faf9392cc99,rv_dm,[rv_dm/rtl] Disable DMI/JTAG TAP when HW Debug goes off outside reset,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION""]","[""*_if.sv"", ""*_base_vseq.sv"", ""*tb_top.sv""]","The RTL adds a new input port `lc_hw_debug_clr_i` to rv_dm module. The DV diff shows corresponding updates to the testbench interface (*_if.sv), base sequence (*_base_vseq.sv), and top-level testbench (tb.sv) to expose and drive this new signal. The interface drift is evident from the port addition; sequence invalidation occurs because the base sequence's constraint and update logic must now account for the new `lc_hw_debug_clr` signal with specific semantics (must map 0→Off, not a random non-On value).",HIGH,claude-haiku-4-5-20251001,6553,222,0.007663
2b9e4b3659f513488897cbf9da756bb41d779a30,lc_ctrl,"[top,otp_macro] Move prim_otp out of otp_ctrl","[""INTERFACE_DRIFT""]","[""*_if.sv"", ""*_env_cfg.sv"", ""*tb.sv""]","The RTL changed signal types from otp_ctrl_pkg::lc_otp_vendor_test_req_t/rsp_t to otp_macro_pkg::otp_test_req_t/rsp_t, and parameter references from OtpTestCtrlWidth to CsrOtpTestCtrlWidth. The DV diff shows corresponding updates to the interface signals in lc_ctrl_if.sv, tb.sv, and lc_ctrl_env_cfg.sv reflecting these port width and type changes, which is consistent with INTERFACE_DRIFT.",HIGH,claude-haiku-4-5-20251001,4195,201,0.0052
9c20067467511f368d9e1ec05cb553058967abec,pwm,"[hw,pwm,rtl] Move pwm to ip_templates","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""ASSERTION_ORPHANING"", ""COVERAGE_REGRESSION""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*_tb_top.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq.sv"", ""*_seq_lib.sv"", ""*_scoreboard.sv"", ""*_checker.sv"", ""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv"", ""*_cov_if.sv"", ""*_cov_bind.sv"", ""*_cov*.sv"", ""*_coverage*.sv""]","This commit is a structural refactoring that moves the entire PWM IP block from hw/ip/pwm/rtl to ip_templates. The DV diff shows wholesale deletion of all DV infrastructure files including the testbench (tb_top.sv), all agent/monitor/driver files, scoreboard, assertions (bind.sv), coverage files (cover.ccf, pwm_unr_excl.vRefine), and all environment packages. This is a complete DV ecosystem migration that invalidates all existing DV components across all categories: interface definitions become stale, test sequences reference a moved design, scoreboard reference models are orphaned, assertion binding paths are broken, and coverage configuration files are deleted.",HIGH,claude-haiku-4-5-20251001,7471,425,0.009596
1ac8df399ae90cadffaee2f2b4bcc49e213dbd1b,gpio,"[hw,gpio,rtl] Move gpio to ip_templates","[""INTERFACE_DRIFT"", ""ASSERTION_ORPHANING"", ""COVERAGE_REGRESSION""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*_bind.sv"", ""*_cov*.sv""]","The commit moves the GPIO RTL module to ip_templates, which triggers wholesale deletion of the DV directory structure. The DV diff shows removal of testbench files (*_bind.sv with assertion bindings, coverage exclusion files *_cov_excl.el, and entire environment/testbench hierarchy). This breaks interface knowledge encoded in *_env_pkg.sv, *_if.sv, and DV component references, invalidates assertion binding paths via *_bind.sv, and orphans coverage models from the relocated RTL.",HIGH,claude-haiku-4-5-20251001,8516,228,0.009656
205497fb5112fd99105be008913bb1cc71652a6e,keymgr_dpe,"[keymgr, keymgr_dpe, rtl] Correct KMAC input for DPE","[""CHECKER_DESYNC"", ""INTERFACE_DRIFT""]","[""*_scoreboard.sv"", ""*_env_pkg.sv""]","The RTL introduces a new `DpeAdvDataWidth` parameter that differs from the shared `AdvDataWidth`, and parametrizes `keymgr_kmac_if` with it. The DV scoreboard must update its reference model and data structures to use `DpeAdvDataWidth` instead of `AdvDataWidth` to correctly validate the KMAC input width; failure to align these width calculations in the scoreboard creates checker desynchronization. Additionally, the interface width change (parametrization of keymgr_kmac_if) represents an interface drift that may affect environment configuration.",HIGH,claude-haiku-4-5-20251001,4079,204,0.005099
